98,506
983,744
291,187
798,751
930,351
152,889
440,984
126,955
308,508
59,586
330,106
73,194
697,893
940,987
986,5
840,857
325,173
354,637
693,555
907,280
571,685
772,769
921,165
613,176
803,357
563,134
743,675
739,136
349,262
147,494
590,761
976,484
540,613
303,217
393,813
398,10
28,338
901,604
426,528
326,385
809,546
556,892
437,660
202,277
651,507
954,58
855,685
373,460
858,983
856,867
164,325
884,452
576,8
40,799
743,170
688,468
66,465
677,775
754,861
879,711
649,61
901,850
875,567
846,307
258,545
566,266
967,720
456,403
787,264
462,540
971,230
668,218
683,413
478,488
612,662
190,83
470,561
471,354
732,88
61,754
148,329
848,440
298,592
295,535
652,274
113,918
429,650
955,992
821,380
879,708
980,853
293,302
567,701
103,609
522,701
835,508
179,47
553,74
778,445
534,230
960,782
745,295
815,182
377,603
634,94
870,513
593,700
69,498
220,332
462,704
646,770
678,280
306,264
800,60
999,887
364,670
924,337
311,922
611,646
580,476
460,307
468,64
800,100
925,265
362,237
292,820
952,519
331,950
598,55
105,806
54,312
622,78
397,171
55,770
608,806
741,439
943,43
252,336
800,101
920,538
409,983
455,982
226,642
484,720
424,822
143,625
333,428
456,812
717,430
277,773
290,920
167,833
477,297
759,394
276,855
155,303
904,476
817,807
800,102
296,245
494,1
414,775
704,354
746,731
401,924
363,546
539,73
367,615
394,129
599,299
653,177
800,103
42,931
491,353
416,628
77,357
110,143
207,577
721,146
58,210
156,322
368,942
487,420
720,315
450,894
965,684
799,130
254,745
495,317
587,988
68,907
268,57
360,273
800,104
158,929
225,594
169,34
752,235
998,903
963,887
718,725
8,492
463,217
341,587
123,560
454,992
651,744
321,934
308,581
820,596
952,795
50,742
235,67
656,592
425,637
955,311
404,99
938,560
270,297
966,338
919,837
302,949
886,572
442,307
736,558
603,950
286,415
595,58
985,725
743,518
854,77
511,538
483,640
941,648
715,706
52,934
829,447
919,239
205,274
221,669
699,536
659,152
214,21
816,988
229,622
699,308
389,811
411,91
601,46
151,930
456,64
16,62
234,66
878,256
175,176
949,33
185,194
522,352
664,584
758,339
653,845
339,843
113,889
257,615
709,842
8,681
130,692
979,58
638,573
876,280
227,67
628,348
509,805
319,634
202,807
342,917
869,476
168,251
419,879
822,571
672,974
385,7
240,733
665,668
836,699
428,267
109,372
449,328
50,944
14,870
