694,1
145,754
677,756
289,752
765,461
802,349
656,28
934,798
493,954
505,848
500,500
180,662
283,608
355,24
580,36
828,5
714,755
499,181
355,375
510,367
144,347
670,920
390,420
985,400
95,128
477,106
55,412
336,688
252,361
832,480
335,298
389,389
539,889
626,218
982,748
226,32
951,39
953,798
403,923
259,817
654,278
451,634
911,58
549,10
102,779
587,198
210,119
311,290
177,315
500,500
925,604
253,91
789,132
605,127
729,889
847,662
964,588
161,693
436,442
630,359
758,58
393,542
836,321
315,401
701,889
901,542
17,420
500,500
303,823
234,923
398,295
389,720
72,642
96,311
70,583
364,84
950,99
497,222
992,993
492,327
163,285
994,270
585,153
137,527
500,510
284,649
286,768
400,231
0,815
455,211
355,158
693,607
50,90
25,489
652,207
586,879
692,411
470,429
261,829
780,611
236,16
723,896
240,612
109,491
